rank,conditions,coverage,coverage_ratio,tpr,fpr,precision,roc_quality,keep_reason
1,education-num <= 10.0 AND capital-gain <= 0.0 AND hours-per-week <= 45.0,537,0.537,0.6341145833333334,0.21551724137931033,0.9068901303538175,0.7092986709770115,ROC_HULL
2,education-num <= 10.0 AND capital-gain <= 0.0 AND capital-loss <= 0.0,604,0.604,0.6979166666666666,0.29310344827586204,0.8874172185430463,0.7024066091954022,HIGH_QUALITY
3,education-num <= 10.0 AND capital-gain <= 0.0 AND age <= 36.0,337,0.337,0.4231770833333333,0.05172413793103448,0.9643916913946587,0.6857264727011494,HIGH_QUALITY
4,age <= 28.0 AND fnlwgt >= 21174,272,0.272,0.34765625,0.021551724137931036,0.9816176470588235,0.6630522629310345,ROC_HULL
5,capital-gain <= 0.0 AND capital-loss <= 0.0,869,0.869,0.9166666666666666,0.7112068965517241,0.810126582278481,0.6027298850574713,ROC_HULL
6,age <= 28.0 AND hours-per-week <= 45.0 AND fnlwgt >= 180590.5,141,0.141,0.18359375,0.0,1.0,0.591796875,ROC_HULL
7,capital-gain <= 0.0,919,0.919,0.953125,0.8060344827586207,0.7965179542981502,0.5735452586206897,ROC_HULL
8,Population (no conditions),1000,1.0,1.0,1.0,0.768,0.5,ROC_HULL
9,age >= 36.0 AND education-num >= 10.0 AND hours-per-week >= 45.0,109,0.109,0.053385416666666664,0.29310344827586204,0.3761467889908257,0.38014098419540227,ROC_HULL
10,age >= 28.0 AND fnlwgt >= 21174,754,0.754,0.6822916666666666,0.9913793103448276,0.6949602122015915,0.3454561781609195,ROC_HULL
11,age >= 36.0 AND education-num >= 10.0 AND hours-per-week >= 40.0,247,0.247,0.1640625,0.521551724137931,0.5101214574898786,0.3212553879310345,ROC_HULL
12,age >= 28.0 AND fnlwgt >= 21174 AND education-num >= 9.0,667,0.667,0.5794270833333334,0.9568965517241379,0.6671664167916042,0.31126526580459773,ROC_HULL
13,age >= 28.0 AND education-num >= 10.0 AND hours-per-week >= 40.0,364,0.364,0.2682291666666667,0.6810344827586207,0.5659340659340659,0.293597341954023,ROC_HULL
14,age >= 28.0 AND hours-per-week >= 40.0 AND education-num >= 9.0,557,0.557,0.4596354166666667,0.8793103448275862,0.6337522441651705,0.2901625359195402,ROC_HULL
15,age >= 28.0 AND education-num >= 10.0,420,0.42,0.3216145833333333,0.7456896551724138,0.5880952380952381,0.2879624640804598,ROC_HULL
