fpr,tpr,quality,coverage
0.05855855855855856,0.9497907949790795,0.891232236420521,253
0.11261261261261261,0.9832635983263598,0.8706509857137472,285
0.036036036036036036,0.891213389121339,0.855177353085303,229
0.16441441441441443,0.9832635983263598,0.8188491839119454,308
0.11711711711711711,0.9330543933054394,0.8159372761883222,275
0.02702702702702703,0.8368200836820083,0.8097930566549814,212
0.21621621621621623,0.9916317991631799,0.7754155829469637,333
0.006756756756756757,0.7196652719665272,0.7129085152097704,175
0.0,0.4100418410041841,0.4100418410041841,98
0.9977477477477478,1.0,0.0022522522522522292,682
